Show_Id,Category,Title,Director,Cast,Country,Release_Date,Rating,Duration,Type,Description,Year_Added,Month_Added,Main_Genre,Main_Country
s648,Movie,Azhar,Anthony D'Souza,"Emraan Hashmi, Prachi Desai, Nargis Fakhri, Lara Dutta, Kunaal Roy Kapur, Gautam Gulati, Anikie Maguire, Kulbhushan Kharbanda, Rajesh Sharma, Shernaz Patel, Veerendra Saxena",India,2019-04-12,TV-14,129 min,"Dramas, International Movies, Sports Movies","This biopic traces the tumultuous life and career of top cricket player Mohammad Azharuddin, who led India's national team in the 1990s.",2019.0,4.0,Dramas,India
s2581,Movie,Hajwala: The Missing Engine,"Ali Bin Matar, Ibrahim Bin Mohamed","Yasser Al Jarraf, Haleem Aljabri, Anwar Aljabri, Omar Aljabri, Ali Almarzouqi, Majed Aldheeb, Yousef Almahmodi, Reem Ali",United Arab Emirates,2017-11-01,TV-PG,97 min,"Action & Adventure, Dramas, International Movies",A competitive streetcar racer's obsession with winning drive him to develop a vehicle with an innovative engine that's never been used before.,2017.0,11.0,Action & Adventure,United Arab Emirates
s3750,Movie,Love Beats Rhymes,RZA,"Azealia Banks, Lucien Laviscount, Jill Scott, Common, Lorraine Toussaint, Hana Mae Lee, Jeremie Harris",United States,2018-03-01,R,106 min,"Dramas, Romantic Movies","After enrolling in a college poetry course, a struggling rapper finds inspiration for her new voice through slam poetry.",2018.0,3.0,Dramas,United States
s3910,Movie,Manje Bistre,Baljit Singh Deo,"Gippy Grewal, Sonam Bajwa, Karamjit Anmol, Jaggi Singh, B.N. Sharma, Hobby Dhaliwal, Rana Ranbir, Sardar Sohi, Anita Devgan, Harby Sangha",India,2018-10-01,TV-14,136 min,"Comedies, Dramas, International Movies","While prepping for a family wedding, a young man falls for his sisterâ€™s friend, who has already been promised to someone else.",2018.0,10.0,Comedies,India
s544,TV Show,Another Life,Unknown,"Katee Sackhoff, Justin Chatwin, Samuel Anderson, Blu Hunt, AJ Rivera, Jake Abel, Alex Ozerov, Alexander Eling, Lina Renna, Selma Blair",United States,2019-07-25,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Mysteries","After a massive alien artifact lands on Earth, Niko Breckinridge leads an interstellar mission to track down its source and make first contact.",2019.0,7.0,TV Action & Adventure,United States
s7377,Movie,Used Goods,Mohamed Hamdy,"Mohamed Ragab, Ayten Amer, Hassan Abdulfattah",Egypt,2019-09-01,TV-14,95 min,"Action & Adventure, Comedies, International Movies","To evade greedy pharmaceutical crooks, a medical scientist disguises himself as a struggling salesman to protect his groundbreaking cancer research.",2019.0,9.0,Action & Adventure,Egypt
s1917,Movie,Echo in the Canyon,Andrew Slater,"Jakob Dylan, Ringo Starr, Michelle Phillips, Stephen Stills, Regina Spektor, Beck, Eric Clapton, Tom Petty, Jackson Browne, Norah Jones",United States,2019-10-24,PG-13,82 min,"Documentaries, Music & Musicals","An affectionate documentary looks back at the mid-1960s, when Hollywoodâ€™s Laurel Canyon was a creative nexus for young, innovative musicians.",2019.0,10.0,Documentaries,United States
s737,TV Show,Barbie Dreamhouse Adventures: Go Team Roberts,Unknown,"America Young, Kirsten Day, Cassandra Morris, Cassidy Naber, Emma Galvin, Stephanie Sheh, Desirae Whitfield, Cristina Milizia, Lisa Fuson, Greg Chun, Ritesh Rajan, Eamon Brennan",Unknown,2020-03-21,TV-Y,2 Seasons,Kids' TV,"As the Roberts family heads to Costa Rica to investigate a mermaid legend, Barbie takes on a summer job at a water park run by a devious boss.",2020.0,3.0,Kids' TV,Unknown
s5669,Movie,Sliver,Phillip Noyce,"Sharon Stone, William Baldwin, Tom Berenger, Polly Walker, Colleen Camp, Amanda Foreman, Martin Landau, CCH Pounder, Nina Foch, Keene Curtis",United States,2020-01-01,R,107 min,Thrillers,"A divorcÃ©e moves into a high-rise with a sordid past and begins a steamy affair with her neighbor, unaware that her every move is being monitored.",2020.0,1.0,Thrillers,United States
s5021,Movie,Qarib Qarib Singlle,Tanuja Chandra,"Irrfan Khan, Parvathy, Neha Dhupia, Pushtii Shakti, Luke Kenny, Siddharth Menon, Bajrangbali Singh, Brijendra Kala",India,2018-08-28,TV-14,120 min,"Comedies, International Movies, Romantic Movies","After reluctantly joining a dating app, a 35-year-old widow accompanies an easygoing poet on a trip to visit three of his exes.",2018.0,8.0,Comedies,India
s7434,Movie,Virunga,Orlando von Einsiedel,Unknown,"United Kingdom,",2014-11-07,TV-MA,100 min,"Documentaries, International Movies",The Oscar-nominated true story of the rangers risking their lives to save Africa's most precious national park and its endangered gorillas.,2014.0,11.0,Documentaries,United Kingdom
s1609,TV Show,Dare Me,Unknown,"Willa Fitzgerald, Herizen Guardiola, Marlo Kelly, Rob Heaps, Zach Roerig, Paul Fitzgerald, Alison Thornton, Tammy Blanchard, Amanda Brugel, Chris Zylka",United States,2020-12-30,TV-MA,1 Season,"Crime TV Shows, TV Dramas, TV Thrillers","Relationships topple and loyalties flip when an icy new cheerleading coach takes over the high school squad ruled by Beth and her devoted BFF, Addy.",2020.0,12.0,Crime TV Shows,United States
s4818,Movie,Penalty,Shubham Singh,"Lukram Smil, Manjot Singh, Shashank Arora, Kay Kay Menon, Aakash Dabhade, Srishti Jain, Bijou Thaangjam, Mohit Nain, Ashwin Kaushal",India,2020-07-05,TV-14,125 min,"Dramas, Independent Movies, International Movies","At a Lucknow college, an aspiring football playerâ€™s dream of playing nationally is threatened when he faces discrimination for his Manipuri background.",2020.0,7.0,Dramas,India
s1624,Movie,Darra,Parveen Kumar,"Gurpreet Ghuggi, Happy Raikoti, Kartar Cheema, Sardar Sohi, Shavendra Mahal, Karamjit Anmol, Pammi Bai, Nirmal Rishi, Manpreet Saggu",India,2017-10-15,TV-14,121 min,"Dramas, International Movies","After returning from school and getting married, a popular farmer begins to arouse resentment and jealousy among those around him.",2017.0,10.0,Dramas,India
s5309,Movie,Rush: Beyond the Lighted Stage,"Sam Dunn, Scot McFadyen",Unknown,Canada,2017-02-15,TV-MA,107 min,"Documentaries, Music & Musicals","Celebrate the remarkable 40-year career of influential Canadian rockers Rush with this documentary, which details the band's formation and evolution.",2017.0,2.0,Documentaries,Canada
s1560,Movie,Cuties,MaÃ¯mouna DoucourÃ©,"Fathia Youssouf, MÃ©dina El Aidi-Azouni, Esther Gohourou, Ilanah Cami-Goursolas, Myriam Hamma, MaÃ¯mouna Gueye, Mbissine ThÃ©rÃ¨se Diop, Demba Diaw, Mamadou SamakÃ©",France,2020-09-09,TV-MA,96 min,"Dramas, International Movies",Eleven-year-old Amy starts to rebel against her conservative familyâ€™s traditions when she becomes fascinated with a free-spirited dance crew.,2020.0,9.0,Dramas,France
s5865,TV Show,Styling Hollywood,Unknown,"Jason Bolden, Adair Curtis",Unknown,2019-08-30,TV-14,1 Season,Reality TV,"Whether styling superstars or elevating A-list homes, couple Jason Bolden and Adair Curtis of JSN Studio connect famous clientele with the chicest looks.",2019.0,8.0,Reality TV,Unknown
s2693,Movie,Hello Brother,Sohail Khan,"Salman Khan, Arbaaz Khan, Rani Mukerji, Johny Lever, Neeraj Vora, Shakti Kapoor, Razak Khan, Sulabha Arya",India,2021-01-04,TV-14,126 min,"Action & Adventure, Comedies, International Movies","After receiving a heart transplant from a murdered man, a cop is followed around by the victimâ€™s ghost, who wonâ€™t rest until his death has been avenged.",2021.0,1.0,Action & Adventure,India
s5818,Movie,Still,"Chatchai Katenut, Manussa Vorasingha, Tanwarin Sukkhapisit, Poj Arnon","Mai Charoenpura, Akara Amarttayakul, Supakson Chaimongkol, Kachapa Toncharoen, Wiradit Srimalai, Vasana Chalakorn, Ratchanont Sukpragawp, Arisara Thongborisut",Thailand,2018-09-14,TV-MA,100 min,"Horror Movies, International Movies","A haunted hotel, a body in a water tank, a nightclub fire and a prison death comprise four horror tales taken from Thailand's newspaper headlines.",2018.0,9.0,Horror Movies,Thailand
s6815,Movie,The Republic of Imbaba,Ahmed Al-Badry,"Bassem Samra, Ola Ghanem, Ahmad Wafiq, Feryal Youssef, Ayman Kandil, Inas Ezz El Din, Mohamed Farouk",Unknown,2019-06-06,TV-14,90 min,"Dramas, International Movies","Living on the edges of Cairoâ€™s Embabah neighborhood, several residents seek to better their circumstances following the January 25 Revolution.",2019.0,6.0,Dramas,Unknown
s2826,TV Show,Hotel Beau SÃ©jour,Unknown,"Lynn Van Royen, Inge Paulussen, Jan Hammenecker, Kris Cuppens, Johan van Assche, Katrin Lohmann, Mieke De Groote, Roel Vanderstukken, Joren Seldeslachts, Joke Emmers, Charlotte Timmers, Guus Bullen, Tiny Bertels, Reinhilde Decleir, Barbara Sarafian",Belgium,2017-03-16,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Caught in an afterlife limbo, teenage Kato investigates her own mysterious death and unravels a web of secrets in her seemingly tranquil village.",2017.0,3.0,Crime TV Shows,Belgium
s2281,Movie,French Dirty,"Wade Allain-Marcus, Jesse Allain-Marcus","Wade Allain-Marcus, Arjun Gupta, Melina Lizette, Elsa Biedermann, Katie Blake, Santana Dempsey",United States,2016-02-04,TV-MA,72 min,"Dramas, Independent Movies","An aimless, unemployed millennial hangs out with his pals and resists growing up, until an affair with his best friend's girl forces him to change.",2016.0,2.0,Dramas,United States
s5148,Movie,Reincarnated,Andy Capper,"Snoop Dogg, Dr. Dre, Bunny Wailer",United States,2016-06-13,R,96 min,"Documentaries, Music & Musicals","Vice magazine's Andy Capper follows rapper Snoop Dogg on a pilgrimage to Jamaica, where he rechristens himself Snoop Lion, a reggae artist.",2016.0,6.0,Documentaries,United States
s2903,Movie,I Am the Pretty Thing That Lives in the House,Osgood Perkins,"Ruth Wilson, Bob Balaban, Lucy Boynton, Paula Prentiss","Canada, United States",2016-10-28,TV-14,89 min,"Horror Movies, International Movies, Thrillers",A nervous nurse who scares easily finds herself caring for an ailing horror novelist while living in a house with hidden secrets.,2016.0,10.0,Horror Movies,Canada
s6369,Movie,The Forest of Love,Sion Sono,"Kippei Shiina, Shinnosuke Mitsushima, Kyooko Hinami, Eri Kamataki, Young Dais, Natsuki Kawamura, Yuzuka Nakaya, Dai Hasegawa, Chiho Fujii, Sei Matobu, Denden",Japan,2019-10-11,TV-MA,151 min,"Dramas, International Movies, Thrillers",A con man and a would-be filmmaking crew force themselves into the lives of two grief-scarred young women. But nothing is as it seems.,2019.0,10.0,Dramas,Japan
s3521,Movie,Laerte-se,"Lygia Barbosa da Silva, Eliane Brum",Laerte Coutinho,Brazil,2017-05-19,TV-MA,101 min,"Documentaries, International Movies, LGBTQ Movies","After living as a man for nearly 60 years, Laerte Coutinho, one of Brazil's most brilliant cartoonists, introduces herself to the world as a woman.",2017.0,5.0,Documentaries,Brazil
s4661,Movie,Only God Forgives,Nicolas Winding Refn,"Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Gordon Brown, Yayaying Rhatha Phongam, Tom Burke, Sahajak Boonthanakit, Pitchawat Petchayahon, Charlie Ruedpokanon, Kowit Wattanakul, Wannisa Peungpa, Narucha Chaimareung","Denmark, France, United States, Sweden",2018-05-15,R,90 min,"Cult Movies, Independent Movies, Thrillers","When a cop kills the brother of an expat American gangster who runs a Bangkok fight club, his crime-boss mother flies in to supervise revenge.",2018.0,5.0,Cult Movies,Denmark
s684,Movie,Backfire,Dave Patten,"Black Deniro, Byron ""Squally"" Vinson, Dominic Costa, Nick Ferraro, Peter Ferriero, Jowharah Jones",United States,2019-04-05,TV-MA,97 min,"Dramas, Independent Movies, Thrillers","When two would-be robbers accidentally kill a made man, they find themselves on the run from the South Philly Italian mob.",2019.0,4.0,Dramas,United States
s1375,Movie,Chronically Metropolitan,Xavier Manrique,"Shiloh Fernandez, Ashley Benson, Josh Peck, Addison Timlin, Chris Noth, Mary-Louise Parker",United States,2020-02-01,TV-MA,86 min,"Comedies, Dramas, Independent Movies",A case of writerâ€™s block inspires a young novelist to return home to New York City and reconnect with his engaged ex and his bohemian parents.,2020.0,2.0,Comedies,United States
s2304,Movie,Fruitvale Station,Ryan Coogler,"Michael B. Jordan, Melonie Diaz, Octavia Spencer, Kevin Durand, Chad Michael Murray, Ahna O'Reilly, Ariana Neal, Keenan Coogler, Trestin George, Joey Oglesby",United States,2020-11-12,R,85 min,"Dramas, Independent Movies","This dramatic rendering of a real-life tragedy recounts the final hours of Oscar Grant, shot by San Francisco transit police on New Year's Day, 2009.",2020.0,11.0,Dramas,United States
s2663,Movie,Haywire,Steven Soderbergh,"Gina Carano, Michael Fassbender, Ewan McGregor, Bill Paxton, Channing Tatum, Antonio Banderas, Mathieu Kassovitz, Michael Angarano, Michael Douglas, Anthony Brandon Wong","Ireland, United States",2020-03-01,R,93 min,Action & Adventure,A last-minute mission in Dublin turns deadly for stunning secret operative Mallory Kane when she realizes she's been betrayed.,2020.0,3.0,Action & Adventure,Ireland
s3096,Movie,Jab We Met,Imtiaz Ali,"Shahid Kapoor, Kareena Kapoor, Tarun Arora, Dara Singh, Pavan Malhotra, Kamal Tiwari, Kiran Juneja, Divya Seth, Saumya Tandon",India,2020-09-28,TV-14,143 min,"Comedies, International Movies, Music & Musicals",Changing fortunes await a wealthy but dejected industrialist when he meets a spirited chatterbox on a train in this breezy Bollywood romantic comedy.,2020.0,9.0,Comedies,India
s473,Movie,American Pie 9: Girls' Rules,Mike Elliott,"Madison Pettis, Lizze Broadway, Piper Curda, Natasha Behnam, Darren Barnet, Sara Rue, Zachary Gordon, Camaron Engels, Christian Valderrama, Zayne Emory",United States,2020-10-06,R,96 min,Comedies,Four tight-knit high school seniors vow to turn their love lives around by homecoming when the arrival of a new student muddles their plans.,2020.0,10.0,Comedies,United States
s5307,Movie,Running Shaadi,Amit Roy,"Amit Sadh, Tapsee Pannu, Arsh Bajwa, Brijendra Kala, Mahavir Bhullar, Pankaj Jha, Neeta Mohindra",India,2018-04-30,TV-14,115 min,"Comedies, International Movies, Romantic Movies","A Bihari migrant runs a successful service to help couples elope, until the daughter of his former boss stirs the pot.",2018.0,4.0,Comedies,India
s5738,TV Show,Spark,Unknown,"Jong-chan Na, Bo-ra Nam, Da-young Joo, Yeo One, Ki-sung Bae, Jin-joo Park, Eun-soo Kwon",South Korea,2017-02-15,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",A young woman's life gets a jump-start after she and a musical genius are both struck by the same falling star. But will the side effects derail love?,2017.0,2.0,International TV Shows,South Korea
s3146,Movie,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Lance Bangs,Jen Kirkman,United States,2015-05-22,TV-MA,78 min,Stand-Up Comedy,"Jen Kirkman delivers some sharp, hilarious truths about divorce, kids, sex and turning 40 in this Netflix original comedy special.",2015.0,5.0,Stand-Up Comedy,United States
s7095,Movie,Time Please,Sameer Vidwans,"Priya Bapat, Siddarth Jadhav, Umesh Kamat, Sai Tamhankar, Vandana Gupte",India,2018-01-01,TV-14,125 min,"Comedies, Dramas, International Movies","Personality differences, an old friend and a past flame poke holes in the way a husband and wife perceive their marriage.",2018.0,1.0,Comedies,India
s6312,TV Show,The Dream Catchers,Unknown,"Rui En, Tay Ping Hui, Jesseca Liu, Shaun Chen, Elvin Ng, Nat Ho, Dawn Yeoh, Paige Chua, Zhang Zhenhuan",Singapore,2017-10-01,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Four engineers from different walks of life cross paths in pursuit of the same selfless dream: making the world a better place â€“ and finding love.,2017.0,10.0,International TV Shows,Singapore
s5852,TV Show,Strong Girl Bong-soon,Unknown,"Park Bo-young, Park Hyung-sik, Ji Soo, Shim Hye-jin, Yu Jae-myeong, Jeon Seok-ho, Im Won-hee, Kim Won-hae",South Korea,2019-11-24,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","Born with supernatural strength, Bong-soon fights evil and procures justice while getting tangled in a love triangle with her CEO boss and cop crush.",2019.0,11.0,Crime TV Shows,South Korea
s5331,Movie,Sabrina,Rocky Soraya,"Luna Maya, Christian Sugiono, Sara Wijayanto, Jeremy Thomas, Richelle Georgette Skornicki, Rizky Hanggono, Asri Handayani",Indonesia,2018-11-20,TV-MA,114 min,"Horror Movies, International Movies",A toy manufacturer and his wife are terrorized by a demon after their orphaned niece tries to summon her late mother's spirit using a spooky ritual.,2018.0,11.0,Horror Movies,Indonesia
